Tabel 1
SKU;model reference;Description;Color;Description Color;Size;Composition;Wash Care;Price;PVPR;EAN;Amount;Link
PA04/4AT10905-P0091-6Y;PA04/4AT10905;FLEECE TROUSERS;P0091;SKETCHES;6Y;74.0% Cotton/13.0% Recycled Cotton/13.0% Recycled Polyester;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";20,17;52,5;5608838683713;1;https://pro.playupstore.com/index.php?pid=99936
PA04/4AT10905-P0091-5Y;PA04/4AT10905;FLEECE TROUSERS;P0091;SKETCHES;5Y;74.0% Cotton/13.0% Recycled Cotton/13.0% Recycled Polyester;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";20,17;52,5;5608838683706;1;https://pro.playupstore.com/index.php?pid=99934
PA04/4AT10905-P0091-4Y;PA04/4AT10905;FLEECE TROUSERS;P0091;SKETCHES;4Y;74.0% Cotton/13.0% Recycled Cotton/13.0% Recycled Polyester;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";20,17;52,5;5608838683690;1;https://pro.playupstore.com/index.php?pid=99932
PA04/4AT10905-P0091-3Y;PA04/4AT10905;FLEECE TROUSERS;P0091;SKETCHES;3Y;74.0% Cotton/13.0% Recycled Cotton/13.0% Recycled Polyester;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";20,17;52,5;5608838683683;1;https://pro.playupstore.com/index.php?pid=99930
PA04/4AT11001-P0091B-6Y;PA04/4AT11001;JERSEY LS T-SHIRT;P0091B;CLOVER;6Y;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";15,59;41;5608838684437;1;https://pro.playupstore.com/index.php?pid=100009
PA04/4AT11001-P0091B-5Y;PA04/4AT11001;JERSEY LS T-SHIRT;P0091B;CLOVER;5Y;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";15,59;41;5608838684420;1;https://pro.playupstore.com/index.php?pid=100007
PA04/4AT11001-P0091B-4Y;PA04/4AT11001;JERSEY LS T-SHIRT;P0091B;CLOVER;4Y;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";15,59;41;5608838684413;1;https://pro.playupstore.com/index.php?pid=100005
PA04/4AT11001-P0091B-3Y;PA04/4AT11001;JERSEY LS T-SHIRT;P0091B;CLOVER;3Y;50.0% Cotton/50.0% Recycled Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C; do not dry clean";15,59;41;5608838684406;1;https://pro.playupstore.com/index.php?pid=100003
PA04/4AT11350-M066-6Y;PA04/4AT11350;RIB SWEATER;M066;CAT;6Y;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";16,5;43;5608838685878;1;https://pro.playupstore.com/index.php?pid=100149
PA04/4AT11350-M066-5Y;PA04/4AT11350;RIB SWEATER;M066;CAT;5Y;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";16,5;43;5608838685861;1;https://pro.playupstore.com/index.php?pid=100148
PA04/4AT11350-M066-4Y;PA04/4AT11350;RIB SWEATER;M066;CAT;4Y;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";16,5;43;5608838685854;1;https://pro.playupstore.com/index.php?pid=100147
PA04/4AT11350-M066-3Y;PA04/4AT11350;RIB SWEATER;M066;CAT;3Y;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";16,5;43;5608838685847;1;https://pro.playupstore.com/index.php?pid=100146
PA04/4AT11351-P0091-6Y;PA04/4AT11351;JERSEY SWEATER;P0091;SKETCHES;6Y;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,89;46,5;5608838686110;1;https://pro.playupstore.com/index.php?pid=100163
PA04/4AT11351-P0091-5Y;PA04/4AT11351;JERSEY SWEATER;P0091;SKETCHES;5Y;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,89;46,5;5608838686103;1;https://pro.playupstore.com/index.php?pid=100160
PA04/4AT11351-P0091-4Y;PA04/4AT11351;JERSEY SWEATER;P0091;SKETCHES;4Y;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,89;46,5;5608838686097;1;https://pro.playupstore.com/index.php?pid=100157
PA04/4AT11351-P0091-3Y;PA04/4AT11351;JERSEY SWEATER;P0091;SKETCHES;3Y;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,89;46,5;5608838686080;1;https://pro.playupstore.com/index.php?pid=100154
PA04/4AT11352-R373B-6Y;PA04/4AT11352;STRIPED JERSEY SWEATER;R373B;DRAWING;6Y;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";26,59;69,5;5608838686271;1;https://pro.playupstore.com/index.php?pid=100187
PA04/4AT11352-R373B-5Y;PA04/4AT11352;STRIPED JERSEY SWEATER;R373B;DRAWING;5Y;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";26,59;69,5;5608838686264;1;https://pro.playupstore.com/index.php?pid=100184
PA04/4AT11352-R373B-4Y;PA04/4AT11352;STRIPED JERSEY SWEATER;R373B;DRAWING;4Y;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";26,59;69,5;5608838686257;1;https://pro.playupstore.com/index.php?pid=100181
PA04/4AT11352-R373B-3Y;PA04/4AT11352;STRIPED JERSEY SWEATER;R373B;DRAWING;3Y;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";26,59;69,5;5608838686240;1;https://pro.playupstore.com/index.php?pid=100178
PA04/4AT11453-R373B-6Y;PA04/4AT11453;STRIPED JERSEY DRESS;R373B;DRAWING;6Y;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";28,41;74;5608838688190;1;https://pro.playupstore.com/index.php?pid=100379
PA04/4AT11453-R373B-5Y;PA04/4AT11453;STRIPED JERSEY DRESS;R373B;DRAWING;5Y;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";28,41;74;5608838688183;1;https://pro.playupstore.com/index.php?pid=100376
PA04/4AT11453-R373B-4Y;PA04/4AT11453;STRIPED JERSEY DRESS;R373B;DRAWING;4Y;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";28,41;74;5608838688176;1;https://pro.playupstore.com/index.php?pid=100373
PA04/4AT11453-R373B-3Y;PA04/4AT11453;STRIPED JERSEY DRESS;R373B;DRAWING;3Y;89.0% Cotton/10.0% Recycled Cotton/1.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";28,41;74;5608838688169;1;https://pro.playupstore.com/index.php?pid=100370
PA04/4AT11600-M066-6Y;PA04/4AT11600;RIB TROUSERS;M066;CAT;6Y;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,41;45,5;5608838689234;1;https://pro.playupstore.com/index.php?pid=100485
PA04/4AT11600-M066-5Y;PA04/4AT11600;RIB TROUSERS;M066;CAT;5Y;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,41;45,5;5608838689227;1;https://pro.playupstore.com/index.php?pid=100484
PA04/4AT11600-M066-4Y;PA04/4AT11600;RIB TROUSERS;M066;CAT;4Y;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,41;45,5;5608838689210;1;https://pro.playupstore.com/index.php?pid=100483
PA04/4AT11600-M066-3Y;PA04/4AT11600;RIB TROUSERS;M066;CAT;3Y;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,41;45,5;5608838689203;1;https://pro.playupstore.com/index.php?pid=100482
PA04/4AT11601-P0091-6Y;PA04/4AT11601;JERSEY TROUSERS;P0091;SKETCHES;6Y;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,41;45,5;5608838689470;1;https://pro.playupstore.com/index.php?pid=100499
PA04/4AT11601-P0091-5Y;PA04/4AT11601;JERSEY TROUSERS;P0091;SKETCHES;5Y;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,41;45,5;5608838689463;1;https://pro.playupstore.com/index.php?pid=100496
PA04/4AT11601-P0091-4Y;PA04/4AT11601;JERSEY TROUSERS;P0091;SKETCHES;4Y;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,41;45,5;5608838689456;1;https://pro.playupstore.com/index.php?pid=100493
PA04/4AT11601-P0091-3Y;PA04/4AT11601;JERSEY TROUSERS;P0091;SKETCHES;3Y;90.0% Cotton/10.0% Recycled Cotton;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";17,41;45,5;5608838689449;1;https://pro.playupstore.com/index.php?pid=100490
PA04/4AT11602-P0091-6Y;PA04/4AT11602;CORDUROY TROUSERS;P0091;SKETCHES;6Y;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";27,04;70,5;5608838689630;1;https://pro.playupstore.com/index.php?pid=100523
PA04/4AT11602-P0091-5Y;PA04/4AT11602;CORDUROY TROUSERS;P0091;SKETCHES;5Y;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";27,04;70,5;5608838689623;1;https://pro.playupstore.com/index.php?pid=100520
PA04/4AT11602-P0091-4Y;PA04/4AT11602;CORDUROY TROUSERS;P0091;SKETCHES;4Y;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";27,04;70,5;5608838689616;1;https://pro.playupstore.com/index.php?pid=100517
PA04/4AT11602-P0091-3Y;PA04/4AT11602;CORDUROY TROUSERS;P0091;SKETCHES;3Y;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";27,04;70,5;5608838689609;1;https://pro.playupstore.com/index.php?pid=100514
PA04/4AT11605-E834B-6Y;PA04/4AT11605;PRINTED TWILL TROUSERS;E834B;DRAWING;6Y;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";28,41;74;5608838690032;1;https://pro.playupstore.com/index.php?pid=100568
PA04/4AT11605-E834B-5Y;PA04/4AT11605;PRINTED TWILL TROUSERS;E834B;DRAWING;5Y;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";28,41;74;5608838690025;1;https://pro.playupstore.com/index.php?pid=100566
PA04/4AT11605-E834B-4Y;PA04/4AT11605;PRINTED TWILL TROUSERS;E834B;DRAWING;4Y;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";28,41;74;5608838690018;1;https://pro.playupstore.com/index.php?pid=100564
PA04/4AT11605-E834B-3Y;PA04/4AT11605;PRINTED TWILL TROUSERS;E834B;DRAWING;3Y;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";28,41;74;5608838690001;1;https://pro.playupstore.com/index.php?pid=100562
PA05/5AT11002-M066-L;PA05/5AT11002;RIB LS T-SHIRT;M066;CAT;L;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";21,09;55;5608838691473;1;https://pro.playupstore.com/index.php?pid=100709
PA05/5AT11002-M066-M;PA05/5AT11002;RIB LS T-SHIRT;M066;CAT;M;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";21,09;55;5608838691466;1;https://pro.playupstore.com/index.php?pid=100708
PA05/5AT11002-M066-S;PA05/5AT11002;RIB LS T-SHIRT;M066;CAT;S;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";21,09;55;5608838691459;1;https://pro.playupstore.com/index.php?pid=100707
PA05/5AT11002-M066-XS;PA05/5AT11002;RIB LS T-SHIRT;M066;CAT;XS;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";21,09;55;5608838691442;1;https://pro.playupstore.com/index.php?pid=100706
PA05/5AT11003-R378B-L;PA05/5AT11003;STRIPED RIB SWEATER;R378B;COCOON;L;48.0% Cotton/48.0% Modal/4.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";22,46;58,5;5608838691510;1;https://pro.playupstore.com/index.php?pid=100717
PA05/5AT11003-R378B-M;PA05/5AT11003;STRIPED RIB SWEATER;R378B;COCOON;M;48.0% Cotton/48.0% Modal/4.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";22,46;58,5;5608838691503;1;https://pro.playupstore.com/index.php?pid=100715
PA05/5AT11003-R378B-S;PA05/5AT11003;STRIPED RIB SWEATER;R378B;COCOON;S;48.0% Cotton/48.0% Modal/4.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";22,46;58,5;5608838691497;1;https://pro.playupstore.com/index.php?pid=100713
PA05/5AT11003-R378B-XS;PA05/5AT11003;STRIPED RIB SWEATER;R378B;COCOON;XS;48.0% Cotton/48.0% Modal/4.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";22,46;58,5;5608838691480;1;https://pro.playupstore.com/index.php?pid=100711
PA05/5AT11003-R377B-L;PA05/5AT11003;STRIPED RIB SWEATER;R377B;TUFTING;L;48.0% Cotton/48.0% Modal/4.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";22,46;58,5;5608838691558;1;https://pro.playupstore.com/index.php?pid=100716
PA05/5AT11003-R377B-M;PA05/5AT11003;STRIPED RIB SWEATER;R377B;TUFTING;M;48.0% Cotton/48.0% Modal/4.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";22,46;58,5;5608838691541;1;https://pro.playupstore.com/index.php?pid=100714
PA05/5AT11003-R377B-S;PA05/5AT11003;STRIPED RIB SWEATER;R377B;TUFTING;S;48.0% Cotton/48.0% Modal/4.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";22,46;58,5;5608838691534;1;https://pro.playupstore.com/index.php?pid=100712
PA05/5AT11003-R377B-XS;PA05/5AT11003;STRIPED RIB SWEATER;R377B;TUFTING;XS;48.0% Cotton/48.0% Modal/4.0% Elastane;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";22,46;58,5;5608838691527;1;https://pro.playupstore.com/index.php?pid=100710
PA05/5AT11601-M066-L;PA05/5AT11601;RIB TROUSERS;M066;CAT;L;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";24,75;64,5;5608838692272;1;https://pro.playupstore.com/index.php?pid=100789
PA05/5AT11601-M066-M;PA05/5AT11601;RIB TROUSERS;M066;CAT;M;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";24,75;64,5;5608838692265;1;https://pro.playupstore.com/index.php?pid=100788
PA05/5AT11601-M066-S;PA05/5AT11601;RIB TROUSERS;M066;CAT;S;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";24,75;64,5;5608838692258;1;https://pro.playupstore.com/index.php?pid=100787
PA05/5AT11601-M066-XS;PA05/5AT11601;RIB TROUSERS;M066;CAT;XS;86.0% Organic Cotton/12.0% Polyester/2.0% Elastane;"do not use bleach; Do not tumble dry; Iron up to 110º C; Very mild process 30º";24,75;64,5;5608838692241;1;https://pro.playupstore.com/index.php?pid=100786
PA05/5AT11602-P0091-L;PA05/5AT11602;CORDUROY TROUSERS;P0091;SKETCHES;L;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,14;125,5;5608838692319;1;https://pro.playupstore.com/index.php?pid=100796
PA05/5AT11602-P0091-M;PA05/5AT11602;CORDUROY TROUSERS;P0091;SKETCHES;M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,14;125,5;5608838692302;1;https://pro.playupstore.com/index.php?pid=100794
PA05/5AT11602-P0091-S;PA05/5AT11602;CORDUROY TROUSERS;P0091;SKETCHES;S;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,14;125,5;5608838692296;1;https://pro.playupstore.com/index.php?pid=100792
PA05/5AT11602-P0091-XS;PA05/5AT11602;CORDUROY TROUSERS;P0091;SKETCHES;XS;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,14;125,5;5608838692289;1;https://pro.playupstore.com/index.php?pid=100790
PA05/5AT11602-P8085-L;PA05/5AT11602;CORDUROY TROUSERS;P8085;TUFTING;L;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,14;125,5;5608838692357;1;https://pro.playupstore.com/index.php?pid=100797
PA05/5AT11602-P8085-M;PA05/5AT11602;CORDUROY TROUSERS;P8085;TUFTING;M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,14;125,5;5608838692340;1;https://pro.playupstore.com/index.php?pid=100795
PA05/5AT11602-P8085-S;PA05/5AT11602;CORDUROY TROUSERS;P8085;TUFTING;S;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,14;125,5;5608838692333;1;https://pro.playupstore.com/index.php?pid=100793
PA05/5AT11602-P8085-XS;PA05/5AT11602;CORDUROY TROUSERS;P8085;TUFTING;XS;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,14;125,5;5608838692326;1;https://pro.playupstore.com/index.php?pid=100791
PA05/5AT11604-D006-L;PA05/5AT11604;DENIM TROUSERS;D006;BLACK DENIM;L;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,59;126,5;5608838692470;1;https://pro.playupstore.com/index.php?pid=100813
PA05/5AT11604-D006-M;PA05/5AT11604;DENIM TROUSERS;D006;BLACK DENIM;M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,59;126,5;5608838692463;1;https://pro.playupstore.com/index.php?pid=100811
PA05/5AT11604-D006-S;PA05/5AT11604;DENIM TROUSERS;D006;BLACK DENIM;S;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,59;126,5;5608838692456;1;https://pro.playupstore.com/index.php?pid=100809
PA05/5AT11604-D006-XS;PA05/5AT11604;DENIM TROUSERS;D006;BLACK DENIM;XS;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,59;126,5;5608838692449;1;https://pro.playupstore.com/index.php?pid=100807
PA05/5AT11604-D003-L;PA05/5AT11604;DENIM TROUSERS;D003;BLUE DENIM;L;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,59;126,5;5608838692517;1;https://pro.playupstore.com/index.php?pid=100812
PA05/5AT11604-D003-M;PA05/5AT11604;DENIM TROUSERS;D003;BLUE DENIM;M;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,59;126,5;5608838692500;1;https://pro.playupstore.com/index.php?pid=100810
PA05/5AT11604-D003-S;PA05/5AT11604;DENIM TROUSERS;D003;BLUE DENIM;S;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,59;126,5;5608838692494;1;https://pro.playupstore.com/index.php?pid=100808
PA05/5AT11604-D003-XS;PA05/5AT11604;DENIM TROUSERS;D003;BLUE DENIM;XS;100.0% Cotton;"Normal washing up to 30ºC; do not use bleach; Do not tumble dry; Iron up to 110º C";48,59;126,5;5608838692487;1;https://pro.playupstore.com/index.php?pid=100806
